step,hit,hits,misses,evictions,hit_rate,policy,workload
603,True,393,211,179,0.650662,FIFO,locality
604,True,394,211,179,0.65124,FIFO,locality
605,True,395,211,179,0.651815,FIFO,locality
606,True,396,211,179,0.652389,FIFO,locality
607,False,396,212,180,0.651316,FIFO,locality
608,False,396,213,181,0.650246,FIFO,locality
609,False,396,214,182,0.64918,FIFO,locality
610,True,397,214,182,0.649755,FIFO,locality
611,True,398,214,182,0.650327,FIFO,locality
612,True,399,214,182,0.650897,FIFO,locality
613,True,400,214,182,0.651466,FIFO,locality
614,True,401,214,182,0.652033,FIFO,locality
615,True,402,214,182,0.652597,FIFO,locality
616,False,402,215,183,0.65154,FIFO,locality
617,False,402,216,184,0.650485,FIFO,locality
618,True,403,216,184,0.65105,FIFO,locality
619,True,404,216,184,0.651613,FIFO,locality
620,True,405,216,184,0.652174,FIFO,locality
621,True,406,216,184,0.652733,FIFO,locality
622,True,407,216,184,0.653291,FIFO,locality
623,False,407,217,185,0.652244,FIFO,locality
624,True,408,217,185,0.6528,FIFO,locality
625,False,408,218,186,0.651757,FIFO,locality
626,True,409,218,186,0.652313,FIFO,locality
627,True,410,218,186,0.652866,FIFO,locality
628,True,411,218,186,0.653418,FIFO,locality
629,False,411,219,187,0.652381,FIFO,locality
630,False,411,220,188,0.651347,FIFO,locality
631,True,412,220,188,0.651899,FIFO,locality
632,False,412,221,189,0.650869,FIFO,locality
633,True,413,221,189,0.65142,FIFO,locality
634,True,414,221,189,0.651969,FIFO,locality
635,True,415,221,189,0.652516,FIFO,locality
636,False,415,222,190,0.651491,FIFO,locality
637,True,416,222,190,0.652038,FIFO,locality
638,True,417,222,190,0.652582,FIFO,locality
639,False,417,223,191,0.651563,FIFO,locality
640,False,417,224,192,0.650546,FIFO,locality
641,True,418,224,192,0.65109,FIFO,locality
642,True,419,224,192,0.651633,FIFO,locality
643,True,420,224,192,0.652174,FIFO,locality
644,True,421,224,192,0.652713,FIFO,locality
645,True,422,224,192,0.653251,FIFO,locality
646,True,423,224,192,0.653787,FIFO,locality
647,True,424,224,192,0.654321,FIFO,locality
648,True,425,224,192,0.654854,FIFO,locality
649,True,426,224,192,0.655385,FIFO,locality
650,False,426,225,193,0.654378,FIFO,locality
651,True,427,225,193,0.654908,FIFO,locality
652,False,427,226,194,0.653905,FIFO,locality
653,True,428,226,194,0.654434,FIFO,locality
654,True,429,226,194,0.654962,FIFO,locality
655,True,430,226,194,0.655488,FIFO,locality
656,True,431,226,194,0.656012,FIFO,locality
657,False,431,227,195,0.655015,FIFO,locality
658,True,432,227,195,0.655539,FIFO,locality
659,True,433,227,195,0.656061,FIFO,locality
660,True,434,227,195,0.656581,FIFO,locality
661,False,434,228,196,0.655589,FIFO,locality
662,True,435,228,196,0.656109,FIFO,locality
663,True,436,228,196,0.656627,FIFO,locality
664,True,437,228,196,0.657143,FIFO,locality
665,True,438,228,196,0.657658,FIFO,locality
666,True,439,228,196,0.658171,FIFO,locality
667,True,440,228,196,0.658683,FIFO,locality
668,True,441,228,196,0.659193,FIFO,locality
669,True,442,228,196,0.659701,FIFO,locality
670,True,443,228,196,0.660209,FIFO,locality
671,True,444,228,196,0.660714,FIFO,locality
672,True,445,228,196,0.661218,FIFO,locality
673,True,446,228,196,0.661721,FIFO,locality
674,True,447,228,196,0.662222,FIFO,locality
675,True,448,228,196,0.662722,FIFO,locality
676,True,449,228,196,0.66322,FIFO,locality
677,False,449,229,197,0.662242,FIFO,locality
678,True,450,229,197,0.662739,FIFO,locality
679,True,451,229,197,0.663235,FIFO,locality
680,True,452,229,197,0.66373,FIFO,locality
681,False,452,230,198,0.662757,FIFO,locality
682,True,453,230,198,0.66325,FIFO,locality
683,False,453,231,199,0.662281,FIFO,locality
684,True,454,231,199,0.662774,FIFO,locality
685,True,455,231,199,0.663265,FIFO,locality
686,True,456,231,199,0.663755,FIFO,locality
687,True,457,231,199,0.664244,FIFO,locality
688,True,458,231,199,0.664731,FIFO,locality
689,True,459,231,199,0.665217,FIFO,locality
690,True,460,231,199,0.665702,FIFO,locality
691,True,461,231,199,0.666185,FIFO,locality
692,True,462,231,199,0.666667,FIFO,locality
693,True,463,231,199,0.667147,FIFO,locality
694,True,464,231,199,0.667626,FIFO,locality
695,True,465,231,199,0.668103,FIFO,locality
696,True,466,231,199,0.66858,FIFO,locality
697,True,467,231,199,0.669054,FIFO,locality
698,True,468,231,199,0.669528,FIFO,locality
699,True,469,231,199,0.67,FIFO,locality
700,True,470,231,199,0.670471,FIFO,locality
701,True,471,231,199,0.67094,FIFO,locality
702,True,472,231,199,0.671408,FIFO,locality
703,False,472,232,200,0.670455,FIFO,locality
704,True,473,232,200,0.670922,FIFO,locality
705,True,474,232,200,0.671388,FIFO,locality
706,False,474,233,201,0.670438,FIFO,locality
707,True,475,233,201,0.670904,FIFO,locality
708,True,476,233,201,0.671368,FIFO,locality
709,True,477,233,201,0.671831,FIFO,locality
710,True,478,233,201,0.672293,FIFO,locality
711,True,479,233,201,0.672753,FIFO,locality
712,False,479,234,202,0.671809,FIFO,locality
713,True,480,234,202,0.672269,FIFO,locality
714,True,481,234,202,0.672727,FIFO,locality
715,False,481,235,203,0.671788,FIFO,locality
716,True,482,235,203,0.672245,FIFO,locality
717,False,482,236,204,0.671309,FIFO,locality
718,False,482,237,205,0.670376,FIFO,locality
719,True,483,237,205,0.670833,FIFO,locality
720,True,484,237,205,0.67129,FIFO,locality
721,True,485,237,205,0.671745,FIFO,locality
722,True,486,237,205,0.672199,FIFO,locality
723,False,486,238,206,0.671271,FIFO,locality
724,False,486,239,207,0.670345,FIFO,locality
725,True,487,239,207,0.670799,FIFO,locality
726,False,487,240,208,0.669876,FIFO,locality
727,False,487,241,209,0.668956,FIFO,locality
728,True,488,241,209,0.66941,FIFO,locality
729,True,489,241,209,0.669863,FIFO,locality
730,False,489,242,210,0.668947,FIFO,locality
731,False,489,243,211,0.668033,FIFO,locality
732,True,490,243,211,0.668486,FIFO,locality
733,False,490,244,212,0.667575,FIFO,locality
734,True,491,244,212,0.668027,FIFO,locality
735,True,492,244,212,0.668478,FIFO,locality
736,True,493,244,212,0.668928,FIFO,locality
737,True,494,244,212,0.669377,FIFO,locality
738,False,494,245,213,0.668471,FIFO,locality
739,True,495,245,213,0.668919,FIFO,locality
740,True,496,245,213,0.669366,FIFO,locality
741,False,496,246,214,0.668464,FIFO,locality
742,True,497,246,214,0.66891,FIFO,locality
743,True,498,246,214,0.669355,FIFO,locality
744,True,499,246,214,0.669799,FIFO,locality
745,False,499,247,215,0.668901,FIFO,locality
746,False,499,248,216,0.668005,FIFO,locality
747,False,499,249,217,0.667112,FIFO,locality
748,True,500,249,217,0.667557,FIFO,locality
749,True,501,249,217,0.668,FIFO,locality
750,False,501,250,218,0.667111,FIFO,locality
751,True,502,250,218,0.667553,FIFO,locality
752,False,502,251,219,0.666667,FIFO,locality
753,False,502,252,220,0.665782,FIFO,locality
754,True,503,252,220,0.666225,FIFO,locality
755,False,503,253,221,0.665344,FIFO,locality
756,False,503,254,222,0.664465,FIFO,locality
757,False,503,255,223,0.663588,FIFO,locality
758,True,504,255,223,0.664032,FIFO,locality
759,True,505,255,223,0.664474,FIFO,locality
760,True,506,255,223,0.664915,FIFO,locality
761,False,506,256,224,0.664042,FIFO,locality
762,False,506,257,225,0.663172,FIFO,locality
763,True,507,257,225,0.663613,FIFO,locality
764,False,507,258,226,0.662745,FIFO,locality
765,False,507,259,227,0.66188,FIFO,locality
766,True,508,259,227,0.662321,FIFO,locality
767,True,509,259,227,0.66276,FIFO,locality
768,True,510,259,227,0.663199,FIFO,locality
769,True,511,259,227,0.663636,FIFO,locality
770,True,512,259,227,0.664073,FIFO,locality
771,True,513,259,227,0.664508,FIFO,locality
772,True,514,259,227,0.664942,FIFO,locality
773,False,514,260,228,0.664083,FIFO,locality
774,True,515,260,228,0.664516,FIFO,locality
775,False,515,261,229,0.66366,FIFO,locality
776,True,516,261,229,0.664093,FIFO,locality
777,False,516,262,230,0.663239,FIFO,locality
778,False,516,263,231,0.662388,FIFO,locality
779,True,517,263,231,0.662821,FIFO,locality
780,True,518,263,231,0.663252,FIFO,locality
781,False,518,264,232,0.662404,FIFO,locality
782,True,519,264,232,0.662835,FIFO,locality
783,True,520,264,232,0.663265,FIFO,locality
784,False,520,265,233,0.66242,FIFO,locality
785,True,521,265,233,0.66285,FIFO,locality
786,True,522,265,233,0.663278,FIFO,locality
787,True,523,265,233,0.663706,FIFO,locality
788,False,523,266,234,0.662864,FIFO,locality
789,True,524,266,234,0.663291,FIFO,locality
790,True,525,266,234,0.663717,FIFO,locality
791,True,526,266,234,0.664141,FIFO,locality
792,True,527,266,234,0.664565,FIFO,locality
793,False,527,267,235,0.663728,FIFO,locality
794,True,528,267,235,0.664151,FIFO,locality
795,True,529,267,235,0.664573,FIFO,locality
796,True,530,267,235,0.664994,FIFO,locality
797,False,530,268,236,0.66416,FIFO,locality
798,True,531,268,236,0.664581,FIFO,locality
799,True,532,268,236,0.665,FIFO,locality
800,True,533,268,236,0.665418,FIFO,locality
801,True,534,268,236,0.665835,FIFO,locality
802,False,534,269,237,0.665006,FIFO,locality
803,True,535,269,237,0.665423,FIFO,locality
804,False,535,270,238,0.664596,FIFO,locality
805,False,535,271,239,0.663772,FIFO,locality
806,True,536,271,239,0.664188,FIFO,locality
807,False,536,272,240,0.663366,FIFO,locality
808,False,536,273,241,0.662546,FIFO,locality
809,True,537,273,241,0.662963,FIFO,locality
810,True,538,273,241,0.663379,FIFO,locality
811,True,539,273,241,0.663793,FIFO,locality
812,True,540,273,241,0.664207,FIFO,locality
813,False,540,274,242,0.663391,FIFO,locality
814,True,541,274,242,0.663804,FIFO,locality
815,True,542,274,242,0.664216,FIFO,locality
816,True,543,274,242,0.664627,FIFO,locality
817,True,544,274,242,0.665037,FIFO,locality
818,False,544,275,243,0.664225,FIFO,locality
819,True,545,275,243,0.664634,FIFO,locality
820,True,546,275,243,0.665043,FIFO,locality
821,True,547,275,243,0.66545,FIFO,locality
822,True,548,275,243,0.665857,FIFO,locality
823,True,549,275,243,0.666262,FIFO,locality
824,True,550,275,243,0.666667,FIFO,locality
825,False,550,276,244,0.66586,FIFO,locality
826,False,550,277,245,0.665054,FIFO,locality
827,True,551,277,245,0.665459,FIFO,locality
828,True,552,277,245,0.665862,FIFO,locality
829,True,553,277,245,0.666265,FIFO,locality
830,True,554,277,245,0.666667,FIFO,locality
831,True,555,277,245,0.667067,FIFO,locality
832,True,556,277,245,0.667467,FIFO,locality
833,True,557,277,245,0.667866,FIFO,locality
834,False,557,278,246,0.667066,FIFO,locality
835,False,557,279,247,0.666268,FIFO,locality
836,True,558,279,247,0.666667,FIFO,locality
837,True,559,279,247,0.667064,FIFO,locality
838,True,560,279,247,0.667461,FIFO,locality
839,True,561,279,247,0.667857,FIFO,locality
840,True,562,279,247,0.668252,FIFO,locality
841,True,563,279,247,0.668646,FIFO,locality
842,True,564,279,247,0.669039,FIFO,locality
843,False,564,280,248,0.668246,FIFO,locality
844,True,565,280,248,0.668639,FIFO,locality
845,False,565,281,249,0.667849,FIFO,locality
846,True,566,281,249,0.668241,FIFO,locality
847,False,566,282,250,0.667453,FIFO,locality
848,False,566,283,251,0.666667,FIFO,locality
849,True,567,283,251,0.667059,FIFO,locality
850,True,568,283,251,0.66745,FIFO,locality
851,True,569,283,251,0.66784,FIFO,locality
852,True,570,283,251,0.66823,FIFO,locality
853,False,570,284,252,0.667447,FIFO,locality
854,True,571,284,252,0.667836,FIFO,locality
855,True,572,284,252,0.668224,FIFO,locality
856,True,573,284,252,0.668611,FIFO,locality
857,True,574,284,252,0.668998,FIFO,locality
858,False,574,285,253,0.668219,FIFO,locality
859,True,575,285,253,0.668605,FIFO,locality
860,False,575,286,254,0.667828,FIFO,locality
861,True,576,286,254,0.668213,FIFO,locality
862,True,577,286,254,0.668598,FIFO,locality
863,False,577,287,255,0.667824,FIFO,locality
864,False,577,288,256,0.667052,FIFO,locality
865,True,578,288,256,0.667436,FIFO,locality
866,True,579,288,256,0.66782,FIFO,locality
867,True,580,288,256,0.668203,FIFO,locality
868,True,581,288,256,0.668585,FIFO,locality
869,True,582,288,256,0.668966,FIFO,locality
870,False,582,289,257,0.668197,FIFO,locality
871,True,583,289,257,0.668578,FIFO,locality
872,True,584,289,257,0.668958,FIFO,locality
873,True,585,289,257,0.669336,FIFO,locality
874,True,586,289,257,0.669714,FIFO,locality
875,False,586,290,258,0.66895,FIFO,locality
876,True,587,290,258,0.669327,FIFO,locality
877,True,588,290,258,0.669704,FIFO,locality
878,False,588,291,259,0.668942,FIFO,locality
879,True,589,291,259,0.669318,FIFO,locality
880,True,590,291,259,0.669694,FIFO,locality
881,True,591,291,259,0.670068,FIFO,locality
882,False,591,292,260,0.669309,FIFO,locality
883,True,592,292,260,0.669683,FIFO,locality
884,True,593,292,260,0.670056,FIFO,locality
885,True,594,292,260,0.670429,FIFO,locality
886,True,595,292,260,0.6708,FIFO,locality
887,True,596,292,260,0.671171,FIFO,locality
888,True,597,292,260,0.671541,FIFO,locality
889,True,598,292,260,0.67191,FIFO,locality
890,True,599,292,260,0.672278,FIFO,locality
891,True,600,292,260,0.672646,FIFO,locality
892,True,601,292,260,0.673012,FIFO,locality
893,True,602,292,260,0.673378,FIFO,locality
894,True,603,292,260,0.673743,FIFO,locality
895,True,604,292,260,0.674107,FIFO,locality
896,True,605,292,260,0.67447,FIFO,locality
897,True,606,292,260,0.674833,FIFO,locality
898,False,606,293,261,0.674082,FIFO,locality
899,True,607,293,261,0.674444,FIFO,locality
900,True,608,293,261,0.674806,FIFO,locality
901,True,609,293,261,0.675166,FIFO,locality
902,True,610,293,261,0.675526,FIFO,locality
903,True,611,293,261,0.675885,FIFO,locality
904,True,612,293,261,0.676243,FIFO,locality
905,False,612,294,262,0.675497,FIFO,locality
906,False,612,295,263,0.674752,FIFO,locality
907,True,613,295,263,0.67511,FIFO,locality
908,True,614,295,263,0.675468,FIFO,locality
909,True,615,295,263,0.675824,FIFO,locality
910,False,615,296,264,0.675082,FIFO,locality
911,False,615,297,265,0.674342,FIFO,locality
912,True,616,297,265,0.674699,FIFO,locality
913,False,616,298,266,0.673961,FIFO,locality
914,True,617,298,266,0.674317,FIFO,locality
915,False,617,299,267,0.673581,FIFO,locality
916,True,618,299,267,0.673937,FIFO,locality
917,True,619,299,267,0.674292,FIFO,locality
918,False,619,300,268,0.673558,FIFO,locality
919,True,620,300,268,0.673913,FIFO,locality
920,False,620,301,269,0.673181,FIFO,locality
921,False,620,302,270,0.672451,FIFO,locality
922,True,621,302,270,0.672806,FIFO,locality
923,True,622,302,270,0.67316,FIFO,locality
924,True,623,302,270,0.673514,FIFO,locality
925,True,624,302,270,0.673866,FIFO,locality
926,True,625,302,270,0.674218,FIFO,locality
927,False,625,303,271,0.673491,FIFO,locality
928,True,626,303,271,0.673843,FIFO,locality
929,True,627,303,271,0.674194,FIFO,locality
930,True,628,303,271,0.674544,FIFO,locality
931,True,629,303,271,0.674893,FIFO,locality
932,True,630,303,271,0.675241,FIFO,locality
933,True,631,303,271,0.675589,FIFO,locality
934,True,632,303,271,0.675936,FIFO,locality
935,False,632,304,272,0.675214,FIFO,locality
936,False,632,305,273,0.674493,FIFO,locality
937,True,633,305,273,0.67484,FIFO,locality
938,True,634,305,273,0.675186,FIFO,locality
939,True,635,305,273,0.675532,FIFO,locality
940,False,635,306,274,0.674814,FIFO,locality
941,True,636,306,274,0.675159,FIFO,locality
942,True,637,306,274,0.675504,FIFO,locality
943,True,638,306,274,0.675847,FIFO,locality
944,True,639,306,274,0.67619,FIFO,locality
945,True,640,306,274,0.676533,FIFO,locality
946,False,640,307,275,0.675818,FIFO,locality
947,True,641,307,275,0.67616,FIFO,locality
948,True,642,307,275,0.676502,FIFO,locality
949,False,642,308,276,0.675789,FIFO,locality
950,True,643,308,276,0.67613,FIFO,locality
951,False,643,309,277,0.67542,FIFO,locality
952,True,644,309,277,0.675761,FIFO,locality
953,True,645,309,277,0.676101,FIFO,locality
954,True,646,309,277,0.67644,FIFO,locality
955,False,646,310,278,0.675732,FIFO,locality
956,True,647,310,278,0.676071,FIFO,locality
957,True,648,310,278,0.676409,FIFO,locality
958,True,649,310,278,0.676747,FIFO,locality
959,True,650,310,278,0.677083,FIFO,locality
960,True,651,310,278,0.677419,FIFO,locality
961,True,652,310,278,0.677755,FIFO,locality
962,True,653,310,278,0.678089,FIFO,locality
963,True,654,310,278,0.678423,FIFO,locality
964,True,655,310,278,0.678756,FIFO,locality
965,False,655,311,279,0.678054,FIFO,locality
966,False,655,312,280,0.677353,FIFO,locality
967,True,656,312,280,0.677686,FIFO,locality
968,True,657,312,280,0.678019,FIFO,locality
969,False,657,313,281,0.67732,FIFO,locality
970,True,658,313,281,0.677652,FIFO,locality
971,False,658,314,282,0.676955,FIFO,locality
972,False,658,315,283,0.676259,FIFO,locality
973,True,659,315,283,0.676591,FIFO,locality
974,False,659,316,284,0.675897,FIFO,locality
975,False,659,317,285,0.675205,FIFO,locality
976,False,659,318,286,0.674514,FIFO,locality
977,True,660,318,286,0.674847,FIFO,locality
978,False,660,319,287,0.674157,FIFO,locality
979,True,661,319,287,0.67449,FIFO,locality
980,True,662,319,287,0.674822,FIFO,locality
981,True,663,319,287,0.675153,FIFO,locality
982,False,663,320,288,0.674466,FIFO,locality
983,True,664,320,288,0.674797,FIFO,locality
984,True,665,320,288,0.675127,FIFO,locality
985,False,665,321,289,0.674442,FIFO,locality
986,True,666,321,289,0.674772,FIFO,locality
987,False,666,322,290,0.674089,FIFO,locality
988,False,666,323,291,0.673407,FIFO,locality
989,False,666,324,292,0.672727,FIFO,locality
990,False,666,325,293,0.672048,FIFO,locality
991,True,667,325,293,0.672379,FIFO,locality
992,True,668,325,293,0.672709,FIFO,locality
993,False,668,326,294,0.672032,FIFO,locality
994,True,669,326,294,0.672362,FIFO,locality
995,True,670,326,294,0.672691,FIFO,locality
996,True,671,326,294,0.673019,FIFO,locality
997,True,672,326,294,0.673347,FIFO,locality
998,False,672,327,295,0.672673,FIFO,locality
999,True,673,327,295,0.673,FIFO,locality
